Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,population,rateKill
2320066,2-Jun-22,Maryland,Baltimore,4200 block of St Georges St,1,0,N/A,39.28073,-76.600152,0.7,street_center,,Block St,,,Baltimore,MD,Baltimore City,21231,US,TIGER/Line® dataset from the US Census Bureau,1246,0.08
2318906,2-Jun-22,California,Los Angeles,8th St and Berendo St,1,0,N/A,34.294554,-118.422184,0.8,intersection,,8th St,,,San Fernando,CA,Los Angeles County,91340,US,TIGER/Line® dataset from the US Census Bureau,,
2318918,2-Jun-22,Maryland,Baltimore,300 block of S Pulaski St,1,0,N/A,39.28073,-76.600152,0.7,street_center,,Block St,,,Baltimore,MD,Baltimore City,21231,US,TIGER/Line® dataset from the US Census Bureau,1246,0.08
2318983,2-Jun-22,Maryland,Temple Hills,4400 block of 23rd Pkwy,1,0,N/A,38.817263,-76.935795,0.5,place,,,,,Temple Hills,MD,Prince George's County,20748,US,TIGER/Line® dataset from the US Census Bureau,,
2319936,2-Jun-22,Georgia,Acworth,2891 Mars Hill Rd,1,0,N/A,34.025812,-84.697383,1,range_interpolation,2891,Mars Hill Rd,,,Acworth,GA,Cobb County,30101,US,TIGER/Line® dataset from the US Census Bureau,2542,0.039
2319567,2-Jun-22,Texas,Jourdanton,TX-16 and Cypress St,1,0,N/A,29.997775,-95.669444,0.5,place,,,,,Cypress,TX,Harris County,77429,US,TIGER/Line® dataset from the US Census Bureau,,
2319401,2-Jun-22,Alabama,Phenix City,1500 11th Ave,1,0,N/A,32.474581,-85.004418,0.9,rooftop,1500,9th Ave,,,Phenix City,AL,Russell County,36867,US,Russell County,885,0.113
2321378,2-Jun-22,Arizona,Mohave Valley,2400 block of Palo Verde Dr,1,1,N/A,35.097848,-114.567537,0.84,nearest_rooftop_match,2372,Black Mtn,,,Bullhead City,AZ,Mohave County,86442,US,Mohave,2186,0.046
2320739,2-Jun-22,Florida,Miami,10300 block of SW 55th St,1,0,N/A,25.558428,-80.458168,0.5,place,,,,,Miami,FL,Miami-Dade County,33234,US,TIGER/Line® dataset from the US Census Bureau,,
2318885,2-Jun-22,California,Los Angeles,S Ave 18 and Pasadena Ave,1,0,N/A,34.073187,-118.223395,0.8,intersection,,N Ave 18,,,Los Angeles,CA,Los Angeles County,90031,US,TIGER/Line® dataset from the US Census Bureau,,
2319470,2-Jun-22,Ohio,Cleveland,E 98th St and Union Ave,1,0,N/A,41.489381,-81.667486,0.5,place,,,,,Cleveland,OH,Cuyahoga County,44101,US,TIGER/Line® dataset from the US Census Bureau,,
2318876,2-Jun-22,Nevada,Las Vegas,Cristal Ridge Rd,1,0,N/A,36.014489,-115.142804,1,street_center,,Crystal Ridge Rd,,,Las Vegas,NV,Clark County,89123,US,TIGER/Line® dataset from the US Census Bureau,2234,0.045
2319024,2-Jun-22,Texas,Houston,14900 block of the Sam Houston Tollway,1,0,N/A,29.813142,-95.309789,0.5,place,,,,,Houston,TX,Harris County,77001,US,TIGER/Line® dataset from the US Census Bureau,,
2320017,2-Jun-22,Georgia,Union City,6770 Buffington Rd,1,0,N/A,33.567708,-84.511273,1,rooftop,6770,Buffington Rd,,,Union City,GA,Fulton County,30291,US,Fulton,2901,0.034
2318825,2-Jun-22,New Mexico,Albuquerque,1200 block of Mimbres St SW,1,0,N/A,35.141331,-106.71557,0.6,street_center,,Black Dr NW,,,Albuquerque,NM,Bernalillo County,87120,US,TIGER/Line® dataset from the US Census Bureau,2345,0.043
2319013,2-Jun-22,Texas,Houston,7676 Phoenix Dr,1,0,N/A,29.697893,-95.403572,1,rooftop,7676,Phoenix Dr,,,Houston,TX,Harris County,77030,US,City of Houston,2075,0.048
2319826,2-Jun-22,New York,Uniondale,Dale Pl,1,0,N/A,40.693878,-73.583751,1,street_center,,Dale Pl,,,Uniondale,NY,Nassau County,11553,US,TIGER/Line® dataset from the US Census Bureau,1067,0.094
2319779,2-Jun-22,Texas,Garland,6200 block of Broadway Blvd,2,0,N/A,32.931523,-96.615821,0.5,place,,,,,Garland,TX,Dallas County,75040,US,TIGER/Line® dataset from the US Census Bureau,,
2319719,2-Jun-22,Arizona,Whiteriver,East Fork Rd and Chief Ave,2,1,N/A,33.835191,-109.964865,0.76,intersection,,Chief Ave,,,Whiteriver,AZ,Navajo County,85941,US,TIGER/Line® dataset from the US Census Bureau,,
2319319,2-Jun-22,Florida,Greenacres,500 block of Fleming Ave,2,0,N/A,30.084113,-81.718631,0.33,place,,,,,Fleming Island,FL,Clay County,32003,US,TIGER/Line® dataset from the US Census Bureau,,
2319806,2-Jun-22,Indiana,Greenwood,600 block of Nicklaus Dr,2,0,N/A,39.62181,-86.175319,0.5,place,,,,,Greenwood,IN,Johnson County,46142,US,TIGER/Line® dataset from the US Census Bureau,,
2319704,2-Jun-22,Illinois,Chicago,8300 block of S Houston St,1,1,N/A,41.88531,-87.62213,0.5,place,,,,,Chicago,IL,Cook County,60601,US,TIGER/Line® dataset from the US Census Bureau,,
2320497,2-Jun-22,Louisiana,Baton Rouge,2900 block of Brady Rd,1,0,N/A,30.44924,-91.185607,0.5,place,,,,,Baton Rouge,LA,East Baton Rouge Parish,70801,US,TIGER/Line® dataset from the US Census Bureau,,
2320495,2-Jun-22,Louisiana,Donaldsonville,W 8th St,1,0,N/A,30.103844,-90.995824,0.6,street_center,,W 8th St,,,Donaldsonville,LA,Ascension Parish,70346,US,TIGER/Line® dataset from the US Census Bureau,2713,0.037
2319646,2-Jun-22,North Carolina,Greensboro,1000 block of Summit Ave,1,1,N/A,36.069144,-79.765156,0.5,place,,,,,Greensboro,NC,Guilford County,27401,US,TIGER/Line® dataset from the US Census Bureau,,
2319626,2-Jun-22,North Carolina,Spencer,N Salisbury Ave,1,0,N/A,35.696808,-80.420482,1,street_center,,N Salisbury Ave,,,Spencer,NC,Rowan County,28159,US,TIGER/Line® dataset from the US Census Bureau,1076,0.093
2319447,2-Jun-22,Iowa,Ames,56829 US-30,3,0,N/A,42.008697,-93.56478,1,rooftop,56829,US Highway 30,,,Ames,IA,Story County,50010,US,Story,1083,0.277
2319611,2-Jun-22,South Carolina,Aiken,3845 Summerhill Ave,2,0,N/A,33.56027,-81.774753,1,rooftop,3845,Summerhill Ave,,,Aiken,SC,Aiken County,29801,US,Aiken,1232,0.162
2318222,1-Jun-22,Virginia,Prince George,VA-144 and River Rd,1,0,N/A,37.234733,-77.263465,0.5,place,,,,,Prince George,VA,Prince George County,23875,US,TIGER/Line® dataset from the US Census Bureau,,
2319511,1-Jun-22,New York,Buffalo,1500 block of Genesee St,1,0,N/A,42.89606,-78.886424,0.5,place,,,,,Buffalo,NY,Erie County,14201,US,TIGER/Line® dataset from the US Census Bureau,,
2319472,1-Jun-22,Ohio,Cleveland,Anson Ave and E 49th St,1,0,N/A,41.467693,-81.657243,1,intersection,,Anson Ave,,,Cleveland,OH,Cuyahoga County,44127,US,TIGER/Line® dataset from the US Census Bureau,,
2318522,1-Jun-22,Illinois,Chicago,2700 block of N Monticello Ave,1,0,N/A,40.050289,-88.597923,0.5,place,,,,,Monticello,IL,Piatt County,61856,US,TIGER/Line® dataset from the US Census Bureau,,
2319372,1-Jun-22,California,Tracy,Tracy Blvd and Valpico Rd,1,1,N/A,37.807519,-121.449488,1,street_center,,Tracy Blvd,,,Tracy,CA,San Joaquin County,95376,US,TIGER/Line® dataset from the US Census Bureau,610,0.164
2319381,1-Jun-22,Michigan,Holland,E 16th St and College Ave,1,1,N/A,43.147352,-85.829483,0.8,intersection,,16th Ave,,,Conklin,MI,Ottawa County,49403,US,TIGER/Line® dataset from the US Census Bureau,,
2318471,1-Jun-22,Texas,Wichita Falls,Grace St and 23rd St,1,0,N/A,33.891607,-98.496555,1,intersection,,23rd St,,,Wichita Falls,TX,Wichita County,76301,US,TIGER/Line® dataset from the US Census Bureau,,
2319255,1-Jun-22,Florida,Fort Pierce,500 block of Florida Ave,1,0,N/A,27.45366,-80.32762,0.63,nearest_rooftop_match,465,Ave E,,,Fort Pierce,FL,St. Lucie County,34950,US,Statewide2,787,0.127
2318359,1-Jun-22,Texas,Carthage,755 S Shelby St,1,1,N/A,32.139263,-94.333824,1,rooftop,755,S Shelby St,,,Carthage,TX,Panola County,75633,US,Statewide TX,1266,0.079
2319209,1-Jun-22,Wisconsin,Milwaukee,500 block of W Lapham Blvd,1,0,N/A,43.043213,-87.894734,0.5,place,,,,,Milwaukee,WI,Milwaukee County,53202,US,TIGER/Line® dataset from the US Census Bureau,,
2319150,1-Jun-22,Tennessee,Jackson,Crocker St,1,0,N/A,35.615919,-88.801568,1,street_center,,Crocker St,,,Jackson,TN,Madison County,38301,US,TIGER/Line® dataset from the US Census Bureau,508,0.197
2318614,1-Jun-22,Illinois,Witt,20293 Pinetree Trl,3,0,N/A,39.210485,-89.312679,1,range_interpolation,20293,Pinetree Trl,,,Witt,IL,Montgomery County,62094,US,TIGER/Line® dataset from the US Census Bureau,863,0.348
2319084,1-Jun-22,Florida,Clewiston,533 W Alverdez Ave,1,1,N/A,26.750823,-80.941574,1,rooftop,533,W Alverdez Ave,,,Clewiston,FL,Hendry County,33440,US,Hendry County,3138,0.032
2317789,1-Jun-22,Arizona,Phoenix,I-17 and Thunderbird Rd,1,0,N/A,33.610489,-112.094172,0.8,intersection,,N 17th Ave,,,Phoenix,AZ,Maricopa County,85023,US,TIGER/Line® dataset from the US Census Bureau,,
2318243,1-Jun-22,Arizona,Gilbert,Riggs Rd and Adora Trails,1,0,N/A,33.219458,-111.711533,0.9,street_center,,E Riggs Rd,,,Gilbert,AZ,Maricopa County,85297,US,TIGER/Line® dataset from the US Census Bureau,2304,0.043
2318310,1-Jun-22,Oklahoma,Tulsa,6161 S Yale Ave,5,0,N/A,36.072814,-95.917624,1,rooftop,6161,S Yale Ave,,,Tulsa,OK,Tulsa County,74136,US,Tulsa,2209,0.226
2319037,1-Jun-22,Pennsylvania,Newburg,8900 block of McClays Mill Rd,1,0,N/A,40.150871,-77.579686,0.5,place,,,,,Newburg,PA,Cumberland County,17240,US,TIGER/Line® dataset from the US Census Bureau,,
2319007,1-Jun-22,Arkansas,North Little Rock,2200 block of E. Washington Ave,1,0,N/A,34.811328,-92.240644,0.8,rooftop,2200,Black River Rd,,,North Little Rock,AR,Pulaski County,72116,US,Pulaski,791,0.126
2319028,1-Jun-22,Missouri,Mansfield,State Hwy B,1,0,N/A,37.077139,-92.569656,1,street_center,,State Hwy U,,,Mansfield,MO,Wright County,65704,US,TIGER/Line® dataset from the US Census Bureau,859,0.116
2318158,1-Jun-22,Colorado,Colorado Springs,4330 Burton Way,1,0,N/A,38.894935,-104.754067,1,rooftop,4330,Burton Way,,,Colorado Springs,CO,El Paso County,80918,US,Statewide CO,2297,0.044
2318160,1-Jun-22,California,San Francisco,16th St and Utah St,1,0,N/A,37.765842,-122.406553,1,intersection,,16th St,,,San Francisco,CA,San Francisco County,94103,US,TIGER/Line® dataset from the US Census Bureau,,
2318963,1-Jun-22,Louisiana,Kenner,4520 Williams Blvd,1,0,N/A,30.036565,-90.237393,1,rooftop,4520,Williams Blvd,,,Kenner,LA,Jefferson Parish,70065,US,Jefferson Parish,2141,0.047
2318956,1-Jun-22,Texas,Fort Worth,4600 block of Wheatland Dr,1,1,N/A,32.670561,-97.390555,0.8,rooftop,4600,South Dr W,,,Fort Worth,TX,Tarrant County,76132,US,Tarrant County,1342,0.075
2318951,1-Jun-22,Missouri,Saint Louis,9500 block of Harold Dr,1,1,N/A,38.684449,-90.366788,0.8,rooftop,9500,True Dr,,,Saint Louis,MO,St. Louis County,63132,US,St Louis,1166,0.086
2318924,1-Jun-22,Maryland,Baltimore,2801 Edmondson Ave,1,0,N/A,39.294003,-76.66383,1,rooftop,2801,Edmondson Ave,,,Baltimore,MD,Baltimore City,21223,US,City of Baltimore,475,0.211
2318262,1-Jun-22,Michigan,Oak Park,23400 Greenfield Rd,1,0,N/A,42.462144,-83.200795,1,rooftop,23400,Greenfield Rd,,,Oak Park,MI,Oakland County,48237,US,Oakland,1347,0.074
2318934,1-Jun-22,California,Rialto,2395 W Sunrise Dr,1,1,N/A,34.159715,-117.420346,1,range_interpolation,2395,W Sunrise Dr,,,Rialto,CA,San Bernardino County,92377,US,TIGER/Line® dataset from the US Census Bureau,1290,0.078
2318800,1-Jun-22,Ohio,Akron,800 block of Wall St,1,2,N/A,41.04349,-81.524017,0.5,place,,,,,Akron,OH,Summit County,44301,US,TIGER/Line® dataset from the US Census Bureau,,
2318901,1-Jun-22,Colorado,Fort Collins,3900 block of Chinook Ln,1,0,N/A,40.594597,-105.127416,0.5,place,,,,,Fort Collins,CO,Larimer County,80521,US,TIGER/Line® dataset from the US Census Bureau,,
2318889,1-Jun-22,Indiana,Merrillville,7277 W Taft St,1,2,N/A,41.486209,-87.364509,0.8,rooftop,7277,Taft St,,,Merrillville,IN,Lake County,46410,US,Lake,1391,0.072
2320726,1-Jun-22,Texas,Houston,2402 Bammelwood Dr,1,0,N/A,30.002132,-95.464098,1,rooftop,2402,Bammelwood Dr,,,Houston,TX,Harris County,77014,US,Greater Houston,6918,0.014
2317927,1-Jun-22,Michigan,Flint,1000 block of E Foss Ave,1,1,N/A,42.965926,-83.780835,0.5,place,,,,,Flint,MI,Genesee County,48501,US,TIGER/Line® dataset from the US Census Bureau,,
2318238,1-Jun-22,Florida,Orlando,3024 N Powers Dr,1,0,N/A,28.581925,-81.469903,1,rooftop,3024,N Powers Dr,,,Orlando,FL,Orange County,32818,US,Orange County,8139,0.012
2317904,1-Jun-22,Maryland,Glen Burnie,116-B Warwickshire Ln,1,0,N/A,39.201635,-76.617135,1,rooftop,116,Warwickshire Ln,,,Glen Burnie,MD,Anne Arundel County,21061,US,Anne Arundel,1622,0.062
2318830,1-Jun-22,Texas,Spring,30120 block of Aldine Westfield Rd,2,1,N/A,30.062169,-95.383966,0.5,place,,,,,Spring,TX,Harris County,77373,US,TIGER/Line® dataset from the US Census Bureau,,
2319451,1-Jun-22,Michigan,Detroit,14300 block of Crescent Dr,2,0,N/A,42.347021,-83.060184,0.5,place,,,,,Detroit,MI,Wayne County,48201,US,TIGER/Line® dataset from the US Census Bureau,,
2317850,1-Jun-22,Pennsylvania,Pittsburgh,7700 block of Frankstown Ave,1,1,N/A,40.47441,-79.950968,0.5,place,,,,,Pittsburgh,PA,Allegheny County,15201,US,TIGER/Line® dataset from the US Census Bureau,,
2317815,1-Jun-22,Pennsylvania,Philadelphia,3400 block of N 2nd St,1,0,N/A,40.001811,-75.11787,0.5,place,,,,,Philadelphia,PA,Philadelphia County,19101,US,TIGER/Line® dataset from the US Census Bureau,,
2320612,1-Jun-22,Florida,Stuart,Pine Ave,1,0,N/A,27.136013,-80.211284,1,street_center,,Pine Ave,,,Stuart,FL,Martin County,34997,US,TIGER/Line® dataset from the US Census Bureau,1895,0.053
2318106,1-Jun-22,Ohio,Dayton,1 Wyoming St,2,0,N/A,39.745388,-84.186729,1,rooftop,1,Wyoming St,,,Dayton,OH,Montgomery County,45409,US,Montgomery,539,0.371
2318836,1-Jun-22,Texas,Temple,604 N 2nd St,1,0,N/A,31.102299,-97.338282,1,rooftop,604,N 2nd St,,,Temple,TX,Bell County,76501,US,City of Temple,973,0.103
2318487,1-Jun-22,Indiana,Indianapolis,5100 block of Emerson Village Ln,1,2,N/A,39.728055,-86.344844,0.9,range_interpolation,5100,W Ln,,,Indianapolis,IN,Hendricks County,46231,US,TIGER/Line® dataset from the US Census Bureau,2977,0.034
2318703,1-Jun-22,Washington,Kent,3500 block of S 222nd Pl,1,0,N/A,47.405479,-122.195772,0.5,place,,,,,Kent,WA,King County,98031,US,TIGER/Line® dataset from the US Census Bureau,,
2318621,1-Jun-22,North Carolina,Fayetteville,7700 block of S Sheild Dr,1,1,N/A,35.0748,-78.884257,0.5,place,,,,,Fayetteville,NC,Cumberland County,28301,US,TIGER/Line® dataset from the US Census Bureau,,
2318674,1-Jun-22,Missouri,Kansas City,4551 Colonial Terrace,1,1,N/A,39.039204,-94.486153,1,range_interpolation,4551,Colonial Ter,,,Kansas City,MO,Jackson County,64129,US,TIGER/Line® dataset from the US Census Bureau,730,0.137
2318804,1-Jun-22,Texas,Houston,4141 North Fwy,1,0,N/A,29.825725,-95.381146,1,rooftop,4141,North Fwy,,,Houston,TX,Harris County,77022,US,Greater Houston,1243,0.08
2318164,1-Jun-22,Tennessee,Maynardville,100 block of Dogwood Trail,1,1,N/A,36.294236,-83.806991,0.5,place,,,,,Maynardville,TN,Union County,37807,US,TIGER/Line® dataset from the US Census Bureau,,
2318665,1-Jun-22,Arkansas,Osceola,N Pearl St,1,0,N/A,35.717174,-89.96392,1,street_center,,N Pearl St,,,Osceola,AR,Mississippi County,72370,US,TIGER/Line® dataset from the US Census Bureau,317,0.315
2318225,1-Jun-22,Florida,Miami,27400 block of 127th Ave,1,0,N/A,25.558428,-80.458168,0.5,place,,,,,Miami,FL,Miami-Dade County,33234,US,TIGER/Line® dataset from the US Census Bureau,,
2318628,1-Jun-22,Alabama,Mobile,100 block of Michael Donald Ave,1,0,N/A,30.701142,-88.103184,0.5,place,,,,,Mobile,AL,Mobile County,36601,US,TIGER/Line® dataset from the US Census Bureau,,
2318633,1-Jun-22,Alabama,Mobile (Prichard),W Main St,2,0,N/A,30.736858,-88.092592,1,street_center,,W Main St,,,Mobile,AL,Mobile County,36610,US,TIGER/Line® dataset from the US Census Bureau,600,0.333
2319282,1-Jun-22,Virginia,Lynchburg,4540 Golf Park Dr,1,0,N/A,37.390324,-79.190995,1,rooftop,4540,Golf Park Dr,,,Lynchburg,VA,Lynchburg City,24502,US,City of Lynchburg,1953,0.051
2318387,1-Jun-22,Illinois,Chicago,6200 block of S King Dr,1,0,N/A,41.88531,-87.62213,0.5,place,,,,,Chicago,IL,Cook County,60601,US,TIGER/Line® dataset from the US Census Bureau,,
2317210,31-May-22,Alabama,Birmingham,4232 41st Ave N,1,0,N/A,33.563054,-86.773117,1,rooftop,4232,41st Ave N,,,Birmingham,AL,Jefferson County,35217,US,Jefferson,673,0.149
2317454,31-May-22,South Carolina,Conway,State Hwy 554,2,1,N/A,33.532249,-79.063486,0.7,street_center,,Conway Ct,,,Murrells Inlet,SC,Georgetown County,29576,US,TIGER/Line® dataset from the US Census Bureau,1815,0.11
2317602,31-May-22,New York,Brooklyn,Marcy Ave and Lexington Ave,1,0,N/A,40.688044,-73.947747,1,intersection,,Lexington Ave,,,Brooklyn,NY,Kings County,11216,US,TIGER/Line® dataset from the US Census Bureau,,
2317404,31-May-22,South Carolina,Anderson,Double Oak Ct,1,0,N/A,34.506502,-82.605626,0.5,place,,,,,Anderson,SC,Anderson County,29621,US,TIGER/Line® dataset from the US Census Bureau,,
2319437,31-May-22,California,Salinas,N Sanborn Rd and Del Monte Ave,1,0,N/A,36.688635,-121.610788,1,intersection,,N Sanborn Rd,,,Salinas,CA,Monterey County,93905,US,TIGER/Line® dataset from the US Census Bureau,,
2317559,31-May-22,Texas,San Antonio,4011 Sherril Brook Rd,1,0,N/A,29.472726,-98.580679,1,range_interpolation,4011,Sherril Brook Rd,,,San Antonio,TX,Bexar County,78228,US,TIGER/Line® dataset from the US Census Bureau,1907,0.052
2318481,31-May-22,South Carolina,Burton,600 block of Broad River Blvd,1,0,N/A,32.334933,-80.684304,0.45,place,,,,,Burton,SC,Beaufort County,29902,US,TIGER/Line® dataset from the US Census Bureau,,
2317170,31-May-22,Minnesota,Morristown,100 block of 2nd St SE,1,0,N/A,44.22719,-93.44467,0.5,place,,,,,Morristown,MN,Rice County,55052,US,TIGER/Line® dataset from the US Census Bureau,,
2317528,31-May-22,Texas,Lubbock,5500 block of 111th St,1,0,N/A,33.588771,-101.850445,0.5,place,,,,,Lubbock,TX,Lubbock County,79401,US,TIGER/Line® dataset from the US Census Bureau,,
2318325,31-May-22,California,Bakersfield,300 block of Houchin Rd,1,0,N/A,35.470859,-119.150853,0.7,street_center,,Rd I,,,Bakersfield,CA,Kern County,93314,US,TIGER/Line® dataset from the US Census Bureau,1469,0.068
2317421,31-May-22,California,Fresno,225 S Argyle Ave,2,0,N/A,36.741626,-119.692668,1,rooftop,225,S Argyle Ave,,,Fresno,CA,Fresno County,93727,US,Fresno,2678,0.075
2317006,31-May-22,Georgia,Albany,1100 block of N Maple St,1,0,N/A,31.560674,-84.176751,0.5,place,,,,,Albany,GA,Dougherty County,31701,US,TIGER/Line® dataset from the US Census Bureau,,
2317738,31-May-22,Texas,Houston,4413 Terry St,1,0,N/A,29.800504,-95.353654,1,rooftop,4413,Terry St,,,Houston,TX,Harris County,77009,US,Greater Houston,725,0.138
2318260,31-May-22,Virginia,Virginia Beach,2401 Lynnhaven Pkwy,1,0,N/A,36.787035,-76.150353,1,rooftop,2401,Lynnhaven Pkwy,,,Virginia Beach,VA,Virginia Beach City,23464,US,Virginia Beach,618,0.162
2317271,31-May-22,California,Panorama City,8616 Willis Ave,1,0,N/A,34.226744,-118.455168,1,rooftop,8616,Willis Ave,,,Panorama City,CA,Los Angeles County,91402,US,Los Angeles,3893,0.026
2318298,31-May-22,Florida,Spring Hill,Cobblestone Dr,1,0,N/A,28.44285,-82.601696,1,street_center,,Cobblestone Dr,,,Spring Hill,FL,Hernando County,34606,US,TIGER/Line® dataset from the US Census Bureau,1782,0.056
2317460,31-May-22,South Carolina,Chester,100 block of Wylie St,1,0,N/A,34.693285,-81.168022,0.5,place,,,,,Chester,SC,Chester County,29706,US,TIGER/Line® dataset from the US Census Bureau,,
2318247,31-May-22,Ohio,Toledo,1500 block of Vance St,1,0,N/A,41.720684,-83.569359,0.5,place,,,,,Toledo,OH,Lucas County,43601,US,TIGER/Line® dataset from the US Census Bureau,,
2317382,31-May-22,South Carolina,Greenville,3214 Augusta St,1,0,N/A,34.807543,-82.380944,1,rooftop,3214,Augusta St,,,Greenville,SC,Greenville County,29605,US,City of Greenville,1245,0.08
2317349,31-May-22,California,Oakland,2900 block of E 12th St,1,0,N/A,37.786027,-122.223779,0.5,place,,,,,Oakland,CA,Alameda County,94601,US,TIGER/Line® dataset from the US Census Bureau,,
2318193,31-May-22,Florida,Miami,13695 NE 3rd Ct,2,0,N/A,25.900924,-80.191973,1,rooftop,13695,NE CT 3,,,North Miami,FL,Miami-Dade County,33161,US,Statewide2,3844,0.052
2317308,31-May-22,Illinois,Chicago,3600 block of S Kedzie Ave,1,0,N/A,41.88531,-87.62213,0.5,place,,,,,Chicago,IL,Cook County,60601,US,TIGER/Line® dataset from the US Census Bureau,,
2317290,31-May-22,Kentucky,London,661 Taylor Bridge Road,1,0,N/A,37.046174,-84.103551,1,range_interpolation,661,Taylor Bridge Rd,,,London,KY,Laurel County,40744,US,TIGER/Line® dataset from the US Census Bureau,2769,0.036
2316888,31-May-22,Ohio,Columbus,Parkglen Rd,1,0,N/A,39.924691,-83.154364,0.9,street_center,,Parkglen Rd,,,Galloway,OH,Franklin County,43119,US,TIGER/Line® dataset from the US Census Bureau,2692,0.037
2318810,31-May-22,Ohio,Youngstown,Homestead Ave and E Dewey Ave,1,0,N/A,41.076198,-80.640335,1,intersection,,E Dewey Ave,,,Youngstown,OH,Mahoning County,44502,US,TIGER/Line® dataset from the US Census Bureau,,
2316959,31-May-22,Florida,Jacksonville,Lem Turner Rd and Trout River Blvd,1,0,N/A,30.415463,-81.695375,0.97,intersection,,Lem Turner Rd,,,Jacksonville,FL,Duval County,32208,US,TIGER/Line® dataset from the US Census Bureau,,
2318085,31-May-22,Ohio,Cleveland,3700 block of E 151st St,1,0,N/A,41.489381,-81.667486,0.5,place,,,,,Cleveland,OH,Cuyahoga County,44101,US,TIGER/Line® dataset from the US Census Bureau,,
2317901,31-May-22,Wisconsin,Milwaukee,5400 block of N Long Island Dr,1,1,N/A,43.043213,-87.894734,0.5,place,,,,,Milwaukee,WI,Milwaukee County,53202,US,TIGER/Line® dataset from the US Census Bureau,,
2318920,31-May-22,California,San Leandro,Calgary St and Lewelling Blvd,1,0,N/A,37.680294,-122.15408,1,intersection,,Calgary St,,,San Leandro,CA,Alameda County,94579,US,TIGER/Line® dataset from the US Census Bureau,,
2317980,31-May-22,Texas,Corpus Christi,4600 block of Dodd Dr,1,0,N/A,27.797802,-97.399067,0.5,place,,,,,Corpus Christi,TX,Nueces County,78401,US,TIGER/Line® dataset from the US Census Bureau,,
2317180,31-May-22,Georgia,Stone Mountain,4766 Redan Rd,1,0,N/A,33.762374,-84.196994,1,rooftop,4766,Redan Rd,,,Stone Mountain,GA,Dekalb County,30083,US,Dekalb,2612,0.038
